Temp1,Temp2
露蕊乌头,C1166
露蕊乌头,C0524
大黄,C0041
大黄,C0397
大黄,C0377
大黄,C0881
大黄,C0306
大黄,C1240
大黄,C0369
大黄,C0090
大黄,C0045
大黄,C1220
大黄,C0356
大黄,C0339
大黄,C0912
大黄,C0119
大黄,C0110
大黄,C1125
大黄,C0114
大黄,C0203
大黄,C0126
大黄,C0243
大黄,C1243
大黄,C0363
大黄,C0073
大黄,C0308
大黄,C1203
大黄,C1114
大黄,C0364
大黄,C0618
大黄,C0714
大黄,C0775
大黄,C1241
鹰不扑,C0283
土鳖虫,C0749
土鳖虫,C0723
石蒜,C0459
瓜蒂,C1264
熊胆,C0420
熊胆,C1208
熊胆,C0144
熊胆,C1278
熊胆,C0334
熊胆,C0185
黄连,C0457
黄连,C1231
黄连,C0187
黄连,C0485
黄连,C0073
黄连,C1236
黄连,C1171
黄连,C0064
黄连,C0602
黄连,C0478
黄连,C1172
黄连,C0439
黄连,C0162
黄连,C0128
黄连,C1178
黄连,C0368
黄连,C0617
黄连,C0528
黄连,C0286
轻粉,C0352
轻粉,C0914
轻粉,C0206
轻粉,C0476
轻粉,C1179
轻粉,C0207
轻粉,C0198
轻粉,C0263
轻粉,C0189
轻粉,C0467
轻粉,C0795
轻粉,C0659
轻粉,C0262
轻粉,C0853
马钱子,C1178
马钱子,C1231
马钱子,C0539
马钱子,C0659
何首乌,C0363
何首乌,C0041
何首乌,C1240
何首乌,C0369
何首乌,C0309
何首乌,C0306
何首乌,C1283
肉豆蔻,C0188
肉豆蔻,C0064
肉豆蔻,C0219
肉豆蔻,C0263
肉豆蔻,C0015
肉豆蔻,C0956
肉豆蔻,C0381
肉豆蔻,C0014
肉豆蔻,C0327
肉豆蔻,C0297
肉豆蔻,C0231
肉豆蔻,C0244
肉豆蔻,C0148
肉豆蔻,C0326
肉豆蔻,C0333
肉豆蔻,C0285
肉豆蔻,C1220
肉豆蔻,C0416
肉豆蔻,C1247
肉豆蔻,C0476
肉豆蔻,C0073
肉豆蔻,C1203
肉豆蔻,C0352
肉豆蔻,C0164
肉豆蔻,C0157
肉豆蔻,C0523
肉豆蔻,C0524
肉豆蔻,C0504
肉豆蔻,C0547
肉豆蔻,C0697
肉豆蔻,C0567
肉豆蔻,C1241
肉豆蔻,C0771
肉豆蔻,C0184
肉豆蔻,C0691
肉豆蔻,C0528
肉豆蔻,C0262
含羞草,C0534
萱草根,C0174
萱草根,C1240
萱草根,C0369
萱草根,C0020
萱草根,C0019
萱草根,C0337
萱草根,C0881
萱草根,C0266
萱草根,C1194
闹羊花,C1234
钩吻,C0285
钩吻,C0416
钩吻,C0352
钩吻,C0156
钩吻,C0190
钩吻,C0157
钩吻,C0407
茺蔚子,C0749
茺蔚子,C0683
茺蔚子,C0262
老瓜头,C0039
老瓜头,C0377
老瓜头,C0261
老瓜头,C0352
老瓜头,C0416
老瓜头,C0285
老瓜头,C0476
老瓜头,C1253
老瓜头,C0263
老瓜头,C1231
老瓜头,C0058
老瓜头,C0156
老瓜头,C0935
老瓜头,C0928
老瓜头,C0145
老瓜头,C0164
老瓜头,C0914
老瓜头,C0090
老瓜头,C0206
老瓜头,C0927
老瓜头,C0181
老瓜头,C0073
老瓜头,C1203
老瓜头,C0420
老瓜头,C0333
老瓜头,C1220
老瓜头,C1234
老瓜头,C0029
老瓜头,C0114
老瓜头,C1222
老瓜头,C1178
老瓜头,C0198
老瓜头,C1258
老瓜头,C0354
老瓜头,C0374
老瓜头,C1180
老瓜头,C0383
老瓜头,C0329
老瓜头,C0498
老瓜头,C0513
老瓜头,C0829
老瓜头,C0877
老瓜头,C1241
老瓜头,C0548
老瓜头,C0528
栀子,C1203
栀子,C0156
栀子,C0333
栀子,C0352
栀子,C0392
栀子,C0763
栀子,C1258
栀子,C0377
栀子,C1224
栀子,C1236
栀子,C1178
栀子,C0046
栀子,C0045
栀子,C0067
栀子,C0026
栀子,C0114
栀子,C0090
栀子,C0285
栀子,C1220
栀子,C0014
栀子,C0188
栀子,C0478
栀子,C0231
栀子,C0151
栀子,C1231
栀子,C0485
栀子,C0935
栀子,C0467
栀子,C0206
栀子,C0391
栀子,C0527
栀子,C0749
栀子,C0642
栀子,C0741
栀子,C0742
栀子,C0744
栀子,C0839
栀子,C0107
栀子,C1241
栀子,C0091
栀子,C0047
花椒,C0114
花椒,C1245
花椒,C1178
花椒,C0354
花椒,C0064
花椒,C0063
花椒,C0219
花椒,C0352
花椒,C0285
花椒,C0133
花椒,C0377
花椒,C0846
花椒,C1200
花椒,C0450
花椒,C1220
花椒,C0188
花椒,C0859
花椒,C1247
花椒,C0119
花椒,C0181
花椒,C0263
花椒,C1262
花椒,C0905
花椒,C0102
花椒,C0423
花椒,C1227
花椒,C0523
花椒,C0504
花椒,C0547
花椒,C1241
花椒,C0548
花椒,C0488
花椒,C0528
昆明山海棠,C0394
昆明山海棠,C0485
昆明山海棠,C0333
昆明山海棠,C1162
昆明山海棠,C0285
昆明山海棠,C0064
昆明山海棠,C0188
昆明山海棠,C0447
昆明山海棠,C0219
昆明山海棠,C0851
昆明山海棠,C0119
昆明山海棠,C0087
昆明山海棠,C0231
昆明山海棠,C0181
昆明山海棠,C1125
昆明山海棠,C1209
昆明山海棠,C0395
昆明山海棠,C0242
昆明山海棠,C0243
昆明山海棠,C1243
昆明山海棠,C1258
昆明山海棠,C0905
昆明山海棠,C0102
昆明山海棠,C1231
昆明山海棠,C0455
昆明山海棠,C0914
昆明山海棠,C0199
昆明山海棠,C0354
昆明山海棠,C1114
昆明山海棠,C0124
昆明山海棠,C0130
昆明山海棠,C0478
昆明山海棠,C0504
昆明山海棠,C0547
昆明山海棠,C0540
昆明山海棠,C0771
昆明山海棠,C0808
昆明山海棠,C0528
昆明山海棠,C0709
密陀僧,C0842
密陀僧,C0784
密陀僧,C0893
密陀僧,C0554
密陀僧,C0760
罂粟壳,C0291
罂粟壳,C1258
罂粟壳,C0226
罂粟壳,C0290
罂粟壳,C0086
罂粟壳,C0256
罂粟壳,C1246
罂粟壳,C0478
罂粟壳,C0124
罂粟壳,C1236
罂粟壳,C1203
罂粟壳,C0145
罂粟壳,C1249
罂粟壳,C0388
罂粟壳,C0296
罂粟壳,C0235
罂粟壳,C0236
罂粟壳,C0276
罂粟壳,C0546
罂粟壳,C0807
罂粟壳,C0441
洋地黄,C0041
洋地黄,C1240
洋地黄,C0306
洋地黄,C0369
洋地黄,C1283
洋地黄,C0881
洋地黄,C0729
川乌,C1277
川乌,C0684
蓖麻子,C0344
蓖麻子,C0832
马兜铃,C0243
马兜铃,C0891
马兜铃,C0497
马兜铃,C0286
了哥王,C0357
了哥王,C0094
了哥王,C0269
了哥王,C0142
了哥王,C0464
了哥王,C0141
了哥王,C0285
了哥王,C0146
了哥王,C0109
了哥王,C0311
了哥王,C0118
了哥王,C0167
了哥王,C1166
了哥王,C0383
了哥王,C0536
了哥王,C0569
八角枫,C0860
八角枫,C0025
八角枫,C0569
八角枫,C0568
铅丹,C0383
红升丹,C0459
红升丹,C0392
红升丹,C0225
红升丹,C0800
红升丹,C0915
蟾蜍,C0153
蟾蜍,C0159
蟾蜍,C1203
蟾蜍,C1231
蟾蜍,C0483
夹竹桃,C0014
夹竹桃,C0026
夹竹桃,C0124
夹竹桃,C0749
夹竹桃,C0701
夹竹桃,C0752
雪里见,C1258
雪里见,C0291
雪里见,C0749
雪里见,C0553
苦杏仁,C1245
苦杏仁,C0804
苦杏仁,C0716
苦杏仁,C0791
苦杏仁,C0831
苦杏仁,C0572
苦杏仁,C0583
苦杏仁,C0528
苦杏仁,C0557
相思子,C0090
相思子,C1203
相思子,C0474
相思子,C1234
相思子,C0153
相思子,C0199
相思子,C0067
相思子,C0459
相思子,C0124
相思子,C0513
金铁锁,C0420
金铁锁,C1178
地枫皮,C0205
地枫皮,C0063
地枫皮,C0203
地枫皮,C1180
地枫皮,C0219
地枫皮,C1209
地枫皮,C0148
地枫皮,C0381
地枫皮,C0102
地枫皮,C0064
地枫皮,C0188
地枫皮,C0283
地枫皮,C1178
地枫皮,C0198
地枫皮,C0523
地枫皮,C0504
地枫皮,C0513
地枫皮,C0547
地枫皮,C0771
地枫皮,C0528
凉薯子,C0001
凉薯子,C0478
凉薯子,C1258
凉薯子,C0371
凉薯子,C0814
漆子,C1259
漆子,C0285
漆子,C1173
漆子,C0214
漆子,C0206
漆子,C0427
漆子,C0428
漆子,C1178
漆子,C0423
漆子,C0392
漆子,C0702
漆子,C0154
漆子,C0250
常山,C0357
常山,C0482
常山,C0017
附子,C0779
附子,C0145
附子,C0878
附子,C0491
雄黄,C0372
京大戟,C0202
京大戟,C0333
京大戟,C0039
铁树果,C0083
铁树果,C0101
铁树果,C0337
铁树果,C1279
铁树果,C1278
铁树果,C0391
铁树果,C1260
铁树果,C0871
铁树果,C0815
飞龙掌血,C1178
飞龙掌血,C1162
飞龙掌血,C0231
飞龙掌血,C0285
飞龙掌血,C0416
飞龙掌血,C0263
飞龙掌血,C0189
飞龙掌血,C0014
飞龙掌血,C0352
飞龙掌血,C0377
飞龙掌血,C1201
飞龙掌血,C0510
飞龙掌血,C0839
飞龙掌血,C0548
飞龙掌血,C0332
石菖蒲,C0064
石菖蒲,C0447
石菖蒲,C0219
石菖蒲,C0453
石菖蒲,C0094
石菖蒲,C0285
石菖蒲,C0063
石菖蒲,C0014
石菖蒲,C0041
石菖蒲,C0381
石菖蒲,C0931
石菖蒲,C0188
石菖蒲,C0228
石菖蒲,C1240
石菖蒲,C0467
石菖蒲,C0306
石菖蒲,C1209
石菖蒲,C0189
石菖蒲,C0283
石菖蒲,C0540
石菖蒲,C0523
石菖蒲,C0683
石菖蒲,C0771
石菖蒲,C0548
石菖蒲,C0528
石菖蒲,C0752
岩黄连,C0392
青黛,C0464
青黛,C1178
青黛,C0350
青黛,C0141
青黛,C0146
青黛,C0159
苦楝皮,C0479
苦楝皮,C0478
苦楝皮,C0099
苦楝皮,C0199
苦楝皮,C1178
苦楝皮,C0333
苦楝皮,C0291
苦楝皮,C0383
苦楝皮,C0090
苦楝皮,C0258
苦楝皮,C0245
苦楝皮,C0285
苦楝皮,C0420
苦楝皮,C0416
苦楝皮,C0287
苦楝皮,C0263
苦楝皮,C0073
苦楝皮,C1258
苦楝皮,C1203
苦楝皮,C1231
苦楝皮,C0352
苦楝皮,C0189
苦楝皮,C0156
苦楝皮,C0377
苦楝皮,C0164
苦楝皮,C1278
苦楝皮,C0504
苦楝皮,C0513
苦楝皮,C0632
苦楝皮,C0910
苦楝皮,C0709
黄独零余子,C1245
黄独零余子,C1180
黄独零余子,C0391
黄独零余子,C0189
黄独零余子,C1178
黄独零余子,C0291
黄独零余子,C1166
黄独零余子,C0285
黄独零余子,C0416
黄独零余子,C0188
黄独零余子,C0478
黄独零余子,C0467
黄独零余子,C0119
黄独零余子,C0476
黄独零余子,C0919
黄独零余子,C0208
黄独零余子,C1209
黄独零余子,C0073
黄独零余子,C1203
黄独零余子,C1231
黄独零余子,C0352
黄独零余子,C0156
黄独零余子,C0377
黄独零余子,C0053
黄独零余子,C0133
黄独零余子,C0157
黄独零余子,C0084
黄独零余子,C0526
黄独零余子,C0504
黄独零余子,C0523
黄独零余子,C0697
黄独零余子,C0731
黄独零余子,C0636
黄独零余子,C0771
黄独零余子,C0528
黄独零余子,C0262
黄独零余子,C0332
黄独零余子,C0853
丁香,C0368
丁香,C0064
丁香,C1162
丁香,C0479
丁香,C0090
丁香,C0063
丁香,C0416
丁香,C0880
丁香,C0188
丁香,C0447
丁香,C0476
丁香,C0263
丁香,C1242
丁香,C0905
丁香,C1203
丁香,C0148
丁香,C0352
丁香,C0164
丁香,C0229
丁香,C0039
丁香,C0082
丁香,C0523
丁香,C0504
丁香,C0547
丁香,C0619
丁香,C0613
丁香,C0548
丁香,C0528
丁香,C0262
黄药子,C0377
黄药子,C0156
黄药子,C0478
黄药子,C0352
黄药子,C0133
黄药子,C1206
黄药子,C1203
黄药子,C1231
黄药子,C0335
黄药子,C0392
黄药子,C0151
黄药子,C1200
黄药子,C0258
黄药子,C0259
黄药子,C0285
黄药子,C1173
黄药子,C0214
黄药子,C0416
黄药子,C0188
黄药子,C0219
黄药子,C1202
黄药子,C0231
黄药子,C0487
黄药子,C1178
黄药子,C0221
黄药子,C0263
黄药子,C0073
黄药子,C0102
黄药子,C0455
黄药子,C0189
黄药子,C0190
黄药子,C0423
黄药子,C1214
黄药子,C0523
黄药子,C0504
黄药子,C0522
黄药子,C0839
黄药子,C0154
黄药子,C0528
黄药子,C0250
红娘子,C1236
红娘子,C0090
红娘子,C1220
红娘子,C0232
红娘子,C0931
红娘子,C0880
红娘子,C0482
红娘子,C1178
红娘子,C1203
红娘子,C0352
红娘子,C0164
红娘子,C1241
鸦胆子,C1092
鸦胆子,C0478
鸦胆子,C0416
鸦胆子,C0285
鸦胆子,C0199
鸦胆子,C0263
鸦胆子,C0077
鸦胆子,C0479
鸦胆子,C0189
鸦胆子,C1197
鸦胆子,C0090
鸦胆子,C1181
鸦胆子,C0520
鸦胆子,C0745
鸦胆子,C0622
鸦胆子,C0786
麻疯树,C0886
山道年蒿,C0476
山道年蒿,C0653
山道年蒿,C1201
藜芦,C1216
藜芦,C0382
藜芦,C0009
藜芦,C0302
藜芦,C1238
藜芦,C0312
藜芦,C0519
藜芦,C0514
藜芦,C0588
川贝母,C0199
川贝母,C0914
川贝母,C0352
川贝母,C0198
川贝母,C0291
川贝母,C0476
川贝母,C1179
川贝母,C0863
川贝母,C0113
川贝母,C0144
川贝母,C0471
川贝母,C0569
川贝母,C0671
冲天果,C0696
冲天果,C0806
冲天果,C0735
冲天果,C0679
冲天果,C0694
冲天果,C0107
射干,C0363
射干,C0753
射干,C0758
射干,C0759
射干,C0788
辛夷,C1245
辛夷,C0064
辛夷,C0447
辛夷,C0063
辛夷,C0203
辛夷,C0219
辛夷,C1218
辛夷,C0839
辛夷,C0528
吴茱萸,C0376
吴茱萸,C0187
吴茱萸,C0068
吴茱萸,C0504
榼藤子,C0483
榼藤子,C0447
榼藤子,C1218
榼藤子,C0392
榼藤子,C1201
蛇床子,C1173
蛇床子,C0214
蛇床子,C0271
蛇床子,C1259
蛇床子,C0285
蛇床子,C0335
蛇床子,C0487
蛇床子,C0026
蛇床子,C0231
蛇床子,C1178
蛇床子,C0504
蛇床子,C0626
蛇床子,C0590
蛇床子,C0548
蛇床子,C0154
蛇床子,C0752
丁公藤,C0392
丁公藤,C0393
丁公藤,C1231
丁公藤,C0053
仙茅,C0130
仙茅,C0266
仙茅,C1231
仙茅,C0658
仙茅,C0835
地龙,C0315
地龙,C0316
地龙,C0285
地龙,C0481
地龙,C0064
地龙,C0416
地龙,C0188
地龙,C0247
地龙,C0424
地龙,C0263
地龙,C0189
地龙,C0190
地龙,C0523
地龙,C0504
地龙,C0708
地龙,C0548
地龙,C0639
地龙,C0528
干漆,C0920
干漆,C0150
水蛭,C0479
水蛭,C0478
水蛭,C0285
水蛭,C0420
水蛭,C1246
水蛭,C0291
水蛭,C0863
水蛭,C0471
水蛭,C1178
水蛭,C0229
水蛭,C0569
水蛭,C0643
水蛭,C0550
水蛭,C0332
水蛭,C0031
八角莲,C0030
八角莲,C0478
八角莲,C0306
八角莲,C0285
八角莲,C0505
使君子,C0863
使君子,C0478
使君子,C0285
使君子,C0258
使君子,C0186
使君子,C1220
使君子,C0333
使君子,C0834
使君子,C0790
白果,C0266
白果,C0927
白果,C0285
白果,C0354
白果,C0352
白果,C0897
白果,C0478
白果,C0457
白果,C1239
白果,C0073
白果,C0259
白果,C0240
白果,C0014
白果,C0263
白果,C0333
白果,C0026
白果,C0164
白果,C0046
白果,C0291
白果,C0298
白果,C1258
白果,C0455
白果,C0258
白果,C1203
白果,C0905
白果,C0079
白果,C0914
白果,C0064
白果,C0072
白果,C0229
白果,C0343
白果,C0231
白果,C0399
白果,C0447
白果,C0377
白果,C0219
白果,C0095
白果,C0190
白果,C0891
白果,C0283
白果,C1178
白果,C1231
白果,C0157
白果,C1242
白果,C0287
白果,C0344
白果,C0189
白果,C1209
白果,C0199
白果,C0300
白果,C1200
白果,C0416
白果,C0510
白果,C0497
白果,C0749
白果,C0787
白果,C0793
白果,C0816
白果,C0809
白果,C1241
白果,C0091
白果,C1187
白果,C0516
白果,C0528
白果,C0709
青鱼胆,C0090
青鱼胆,C0482
青鱼胆,C0114
青鱼胆,C1241
半边莲,C0285
半边莲,C0420
半边莲,C0233
半边莲,C1248
半边莲,C0291
半边莲,C0914
半边莲,C0416
半边莲,C0391
半边莲,C1218
半边莲,C0119
半边莲,C0231
半边莲,C1178
半边莲,C0149
半边莲,C0352
半边莲,C0199
半边莲,C1239
半边莲,C0026
半边莲,C0027
半边莲,C0551
半边莲,C0528
半边莲,C0709
紫藤子,C0245
紫藤子,C0156
紫藤子,C0300
紫藤子,C0164
紫藤子,C0935
紫藤子,C0482
紫藤子,C0090
紫藤子,C0133
紫藤子,C0352
紫藤子,C0467
紫藤子,C0229
紫藤子,C0291
紫藤子,C0119
紫藤子,C1178
紫藤子,C0421
紫藤子,C0429
紫藤子,C1246
紫藤子,C0524
紫藤子,C0504
紫藤子,C0749
紫藤子,C0750
紫藤子,C0697
紫藤子,C0582
紫藤子,C0563
紫藤子,C0601
紫藤子,C0597
紫藤子,C0679
紫藤子,C0710
紫藤子,C0639
紫藤子,C0583
茉莉根,C1175
茉莉根,C0040
茉莉根,C0569
两头尖,C0768
莽草,C0064
莽草,C0447
莽草,C0063
莽草,C0219
莽草,C1218
莽草,C1162
莽草,C0228
莽草,C0504
莽草,C0548
莽草,C0528
款冬花,C0090
款冬花,C0291
款冬花,C0863
款冬花,C1236
款冬花,C1246
款冬花,C0420
款冬花,C0014
款冬花,C0931
款冬花,C0471
款冬花,C1178
款冬花,C0086
款冬花,C0073
款冬花,C1203
款冬花,C0149
款冬花,C1231
款冬花,C0352
款冬花,C0156
款冬花,C0377
款冬花,C0164
款冬花,C0133
款冬花,C0935
款冬花,C0407
大风子,C0845
大风子,C0914
大风子,C0199
大风子,C0853
薄荷,C1203
薄荷,C0504
薄荷,C0670
薄荷,C0604
薄荷,C0697
红茴香根,C0285
红茴香根,C0391
红茴香根,C1231
红茴香根,C0352
红茴香根,C0199
红茴香根,C0392
红茴香根,C0377
红茴香根,C0164
红茴香根,C0133
红茴香根,C0935
红茴香根,C0065
红茴香根,C0161
白屈菜,C0125
白屈菜,C0466
白屈菜,C0078
白屈菜,C0291
白屈菜,C1236
白屈菜,C1246
白屈菜,C0420
白屈菜,C1171
白屈菜,C1227
白屈菜,C0388
白屈菜,C0073
白屈菜,C1258
白屈菜,C1203
白屈菜,C0354
白屈菜,C0156
白屈菜,C0377
白屈菜,C0935
白屈菜,C0475
白屈菜,C0508
白屈菜,C0606
白屈菜,C0840
白屈菜,C0578
白屈菜,C0734
白屈菜,C0781
白屈菜,C0617
白屈菜,C0750
白屈菜,C0499
土三七,C0761
土三七,C0479
土三七,C0352
土三七,C0420
土三七,C0164
土三七,C1203
土三七,C0291
土三七,C0073
土三七,C0551
土三七,C0639
蜈蚣,C0518
河豚,C1178
河豚,C0285
河豚,C0478
河豚,C1203
河豚,C0587
河豚,C1259
河豚,C0025
河豚,C0090
河豚,C0049
河豚,C0279
河豚,C0333
河豚,C0433
河豚,C0420
河豚,C1220
河豚,C0114
河豚,C0242
河豚,C0363
河豚,C0073
河豚,C0308
河豚,C1231
河豚,C0352
河豚,C0354
河豚,C0377
河豚,C0164
河豚,C0309
河豚,C0374
河豚,C0524
河豚,C1241
河豚,C0808
河豚,C0262
河豚,C0031
马桑,C0039
马桑,C0231
马桑,C0263
马桑,C0287
马桑,C0285
马桑,C0090
见血封喉,C0283
见血封喉,C0361
槟榔,C1220
槟榔,C0306
槟榔,C0426
槟榔,C1240
槟榔,C0150
槟榔,C0090
槟榔,C0920
槟榔,C0114
槟榔,C0569
槟榔,C0570
槟榔,C0532
槟榔,C1241
槟榔,C0091
槟榔,C0639
石榴皮,C0039
石榴皮,C0476
石榴皮,C0090
石榴皮,C0338
石榴皮,C1252
石榴皮,C1179
石榴皮,C0057
石榴皮,C0352
石榴皮,C1266
石榴皮,C0206
石榴皮,C0199
石榴皮,C0323
石榴皮,C1246
石榴皮,C1178
石榴皮,C1180
石榴皮,C0198
石榴皮,C0004
石榴皮,C0207
石榴皮,C0263
石榴皮,C0333
石榴皮,C0291
石榴皮,C0285
石榴皮,C0420
石榴皮,C1220
石榴皮,C0302
石榴皮,C0416
石榴皮,C0303
石榴皮,C0478
石榴皮,C0231
石榴皮,C0482
石榴皮,C0281
石榴皮,C0312
石榴皮,C0114
石榴皮,C1209
石榴皮,C0287
石榴皮,C0073
石榴皮,C1258
石榴皮,C1203
石榴皮,C1231
石榴皮,C0189
石榴皮,C0377
石榴皮,C0164
石榴皮,C0190
石榴皮,C0927
石榴皮,C0229
石榴皮,C0523
石榴皮,C0504
石榴皮,C1241
石榴皮,C0771
石榴皮,C0091
石榴皮,C0528
石榴皮,C0262
川楝子,C1178
川楝子,C0910
海南茄,C0483
海南茄,C0204
海南茄,C0813
千里光,C0483
千里光,C0884
千里光,C0287
千里光,C0416
千里光,C0300
千里光,C0476
千里光,C1180
千里光,C0231
千里光,C0198
千里光,C0479
千里光,C0263
千里光,C0291
千里光,C0199
千里光,C1253
千里光,C0333
千里光,C0478
千里光,C0224
千里光,C1178
千里光,C1258
千里光,C1203
千里光,C1231
千里光,C0354
千里光,C0156
千里光,C0133
千里光,C0896
千里光,C0285
合欢皮,C0229
冰凉花,C0935
冰凉花,C0300
冰凉花,C0156
冰凉花,C0114
冰凉花,C0090
冰凉花,C0039
冰凉花,C0240
冰凉花,C0285
冰凉花,C0450
冰凉花,C1190
冰凉花,C0851
冰凉花,C1201
冰凉花,C0343
冰凉花,C1178
冰凉花,C0263
冰凉花,C0148
冰凉花,C0199
冰凉花,C0189
冰凉花,C0053
冰凉花,C0181
冰凉花,C0510
冰凉花,C0504
冰凉花,C0568
冰凉花,C0776
冰凉花,C0839
冰凉花,C0548
芋头花,C0372
土荆皮,C1259
独活,C0094
独活,C0251
独活,C0906
独活,C0447
独活,C0114
独活,C0156
独活,C0090
独活,C0214
独活,C0335
独活,C0935
独活,C0039
独活,C1173
独活,C0392
独活,C0151
独活,C0271
独活,C0073
独活,C1231
独活,C0495
独活,C0697
